x	y
0	0.0299985000749962
0.05	0.0389980500974951
0.1	0.0819959002049897
0.15	0.0839958002099895
0.2	0.0999950002499875
0.25	0.107994600269986
0.3	0.154992250387481
0.35	0.186990650467477
0.4	0.205989700514974
0.45	0.330983450827459
0.5	0.301984900754962
0.55	0.388980550972451
0.6	0.393980300984951
0.65	0.47397630118494
0.7	0.48197590120494
0.75	0.55797210139493
0.8	0.670966451677416
0.85	0.656967151642419
0.9	0.740962951852407
0.95	0.749962501874907
1	0.747962601869906
1.05	0.721963901804909
1.1	0.770961451927403
1.15	0.800959952002399
1.2	0.772961351932406
1.25	0.753962301884905
1.3	0.877956102194889
1.35	0.752962351882405
1.4	0.733963301834908
1.45	0.667966601669919
1.5	0.551972401379931
1.55	0.514974251287435
1.6	0.47497625118744
1.65	0.405979701014949
1.7	0.347982600869958
1.75	0.381980900954952
1.8	0.346982650867456
1.85	0.284985750712464
1.9	0.261986900654967
1.95	0.251987400629969
2	0.202989850507474
2.05	0.170991450427479
2.1	0.16099195040248
2.15	0.167991600419978
2.2	0.131993400329984
2.25	0.109994500274986
2.3	0.120993950302485
2.35	0.0879956002199885
2.4	0.0939953002349886
2.45	0.0629968501574924
2.5	0.0599970001499922
2.55	0.0699965001749915
2.6	0.0439978001099943
2.65	0.0489975501224941
2.7	0.0399980000999951
2.75	0.0259987000649966
2.8	0.0119994000299985
2.85	0.0259987000649966
2.9	0.0319984000799961
2.95	0.0239988000599971
3	0.0269986500674965
3.05	0.0169991500424979
3.1	0.0119994000299984
3.15	0.00999950002499879
3.2	0.00699965001749915
3.25	0.00599970001499922
3.3	0.00199990000499976
3.35	0.00099995000249987
3.4	0
3.45	0.00399980000999951
3.5	0.00099995000249987
3.55	0.00799960001999903
3.6	0.00099995000249987
3.65	0.00299985000749964
3.7	0.00699965001749915
3.75	0.00799960001999896
3.8	0.00999950002499879
3.85	0.00299985000749961
3.9	0.00199990000499976
3.95	0.00399980000999951
4	0.00299985000749964
4.05	0
4.1	0
4.15	0.00199990000499976
4.2	0.00299985000749964
4.25	0.00299985000749964
